"node","group","degree","betweenness","closeness","eigenvector"
117,"most_changed",7,0.00108811331788099,0.29066045970323,0.248087849398269
308,"most_changed",9,0.00170130743576373,0.301812688821752,0.339987867932528
371,"most_changed",12,0.00348988842656129,0.320603337612324,0.527076595590155
18,"most_changed",9,0.00181551230029434,0.30852378011118,0.388129245382589
355,"most_changed",15,0.00451417892368934,0.323720025923526,0.572339831343773
189,"least_changed",10,0.00195255509855137,0.304294852269266,0.400051206550605
351,"least_changed",9,0.00155121583308672,0.303739738522347,0.376571333849044
442,"least_changed",4,0.000283782619078204,0.281329203041397,0.197728507352832
456,"least_changed",15,0.00427908777676342,0.325938009787928,0.647748849884025
585,"least_changed",17,0.00615559463851587,0.332114361702128,0.7074282092751
