"node","group","degree","betweenness","closeness","eigenvector"
137,"most_changed",4,0.000151907460270545,0.232271564752383,0.00572591803337878
172,"most_changed",4,0.000414914859830979,0.255172413793103,0.0150415249199682
215,"most_changed",4,4.02826778152427e-05,0.247706422018349,0.0193596285606528
1,"most_changed",4,0.000667015312840139,0.253746507493015,0.013757465838187
2,"most_changed",4,0.00156946114284032,0.246180384425826,0.0127262966135261
996,"least_changed",45,0.0266866974243603,0.313264346190028,0.09171852580365
997,"least_changed",47,0.0302856675900319,0.330575777630708,0.46934380909182
998,"least_changed",48,0.0227291692124891,0.320294966335364,0.128024011637743
999,"least_changed",48,0.0327209015916224,0.324455992205261,0.134537899914207
1000,"least_changed",48,0.0262059597237503,0.319884726224784,0.418185159905049
