"node","group","degree","betweenness","closeness","eigenvector"
578,"most_changed",7,0.00132498115505016,0.293219841502788,0.236714640588373
778,"most_changed",9,0.00212462186470834,0.307290064595509,0.35265957724487
994,"most_changed",7,0.0010305247767932,0.302635564980309,0.339111630732098
222,"most_changed",6,0.000770979673740013,0.291678832116788,0.245890839130886
749,"most_changed",5,0.000548828818508242,0.288978883424935,0.228409123358922
891,"least_changed",6,0.000520697954602524,0.279050279329609,0.194203463376644
496,"least_changed",11,0.00271893037757632,0.309383710126974,0.438646137335158
266,"least_changed",13,0.00355291227405316,0.31563981042654,0.495601003781052
482,"least_changed",16,0.00501888120092977,0.323091849935317,0.616355965591262
889,"least_changed",10,0.00198808423651519,0.306347746090156,0.417104640484953
