"node","group","degree","betweenness","closeness","eigenvector"
999,"most_changed",5,0.000158297619391094,0.296527159394479,0.0201565762021489
689,"most_changed",7,0.000621981247269751,0.336476928258673,0.0759978938861748
134,"most_changed",12,0.00203786129882453,0.356913183279743,0.116427042172913
594,"most_changed",8,0.000737403175192239,0.313657770800628,0.0369306102729771
15,"most_changed",42,0.0205587755260849,0.415384615384615,0.373518134267652
906,"least_changed",5,0.000364597090135215,0.300270513976555,0.021753733760363
972,"least_changed",5,0.000201370440097998,0.296615201900238,0.0195029843928604
991,"least_changed",5,0.000424273754809124,0.325619295958279,0.0488937073299383
994,"least_changed",5,0.000248037838510009,0.328943035890682,0.053940905818736
1000,"least_changed",5,0.000358430282139437,0.327971109652003,0.0576731029429867
