"node","mean","sd_total","sd_between","sd_within","se"
"1",0.472666666666667,0.49945820986481,0.101393913148585,0.489058051541714,0.0191067099293287
"2",0.570666666666667,0.49515017534595,0.0915079020911567,0.486621002423858,0.0180372001588151
"3",0.53,0.499321081019131,0.105247790977621,0.488102903540272,0.0195031171801589
"4",0.648666666666667,0.477522897790077,0.0805902263335875,0.470673276629695,0.0166608697401686
"5",0.514666666666667,0.500030838051282,0.11089411918102,0.487579053419375,0.0201106688667377
"6",0.701333333333333,0.457854604653341,0.091090645342616,0.448701831212369,0.0173254822617123
"7",0.679333333333333,0.466937724972257,0.0977965865232571,0.456581500574286,0.0181730906697181
"8",0.666666666666667,0.471578619699646,0.0906014170973355,0.462793450448229,0.0175202032176026
"9",0.706666666666667,0.455500024268763,0.0978220884960673,0.444872016552077,0.0179812113244739
"10",0.734666666666667,0.441670709774846,0.0841012239685956,0.433589667773576,0.016333819234755
"11",0.71,0.453967143965787,0.0964799980445467,0.443596413170551,0.017814403881093
"12",0.748,0.434272138467843,0.0693866880003314,0.428693104420607,0.0147921860437065
"13",0.707333333333333,0.455127502007844,0.0800481714379966,0.448032736899139,0.0161856855657572
"14",0.603333333333333,0.489356095042355,0.0857803977840563,0.48177911028926,0.0173754503141806
"15",0.752666666666667,0.431584119967023,0.0725593040740452,0.425440947723653,0.015032089635871
"16",0.732666666666667,0.442727067430745,0.0839744049116879,0.434690183412917,0.0163402687852989
"17",0.676666666666667,0.467945768898903,0.0960087864459808,0.457990781081405,0.0180052986238395
"18",0.780666666666667,0.413914447764302,0.0703377017697439,0.407894321825859,0.01448676514352
"19",0.720666666666667,0.448806934437396,0.0779237373560677,0.441990447357808,0.0158644008367094
"20",0.785333333333333,0.410692684042002,0.0646497628513415,0.405572297980137,0.0139014781945645
"21",0.632,0.482434303447482,0.0913392420751188,0.47370877129308,0.0177892423351064
"22",0.703333333333333,0.456952341253298,0.0865698045842755,0.448677067734814,0.0168550891045583
"23",0.735333333333333,0.441332757876189,0.0884253788176654,0.432383574567253,0.0167635911850054
"24",0.787333333333333,0.409303373673709,0.0669687035579742,0.403787622946078,0.0140851851752475
"25",0.746,0.435480811764383,0.0893133290629082,0.426223728418147,0.0167525677457845
"26",0.732666666666667,0.442722969946121,0.0828872413859968,0.434894623251809,0.0162325224343137
"27",0.729333333333333,0.444480384034417,0.0884843401854243,0.435583899304524,0.0168249356031423
"28",0.721333333333333,0.448536041471437,0.093012080750475,0.438786204584116,0.017360313904599
"29",0.769333333333333,0.421472421716503,0.0947224134030961,0.410690475500305,0.0170848224006744
"30",0.748666666666667,0.433967092809724,0.0901523024759954,0.424499705535822,0.0168131521782145
"31",0.719333333333333,0.449480425670823,0.0835955059604286,0.441638363873027,0.0164254011203754
"32",0.729333333333333,0.444427323933288,0.0739675727198004,0.438228758121195,0.0154095316577373
"33",0.768,0.422320551863247,0.0945115141337545,0.411609307744883,0.0170762019847871
