"node","group","degree","betweenness","closeness","eigenvector"
880,"most_changed",11,0.00262000381468714,0.318457124641377,0.515791208735927
725,"most_changed",12,0.00332172395833704,0.312382739212007,0.424184875311289
525,"most_changed",10,0.0022907455344652,0.313953488372093,0.412058906551718
18,"most_changed",9,0.00181551230029434,0.30852378011118,0.388129245382589
799,"most_changed",6,0.000750766920127538,0.281725888324873,0.186364408226137
845,"least_changed",7,0.000887415276250755,0.289481309765285,0.258125769228302
496,"least_changed",11,0.00271893037757632,0.309383710126974,0.438646137335157
891,"least_changed",6,0.000520697954602524,0.279050279329609,0.194203463376644
482,"least_changed",16,0.00501888120092977,0.323091849935317,0.616355965591261
889,"least_changed",10,0.00198808423651519,0.306347746090156,0.417104640484953
