"node","mean","sd_total","sd_between","sd_within","se"
"1",0.860666666666667,0.346478232408444,0.0798780249268417,0.337144874893074,0.0142614078934038
"2",0.857333333333333,0.34984415059454,0.0624663174545013,0.344222150491349,0.0125312971762353
"3",0.802,0.398635996363063,0.0757157831538056,0.391379327223319,0.0147233187457991
"4",0.843333333333333,0.36361251210171,0.0677630927178938,0.357242525775169,0.0133010607161744
"5",0.864,0.342892855282932,0.059795570104161,0.337638860322683,0.0121453778896184
"6",0.849333333333333,0.357819042422537,0.0584144237150311,0.353018727863299,0.0123014787501611
"7",0.779333333333333,0.414876426155538,0.086475456258683,0.405764025567132,0.0161035106006706
"8",0.85,0.357217769921084,0.0722963164318523,0.349825353251844,0.0136425925900276
"9",0.846,0.361045345485299,0.059051459168525,0.356183473320516,0.012422530916702
"10",0.802,0.39863713402774,0.0760146781386135,0.391322543860347,0.0147530849227959
"11",0.858666666666667,0.348484246188073,0.0644389707582372,0.342474654374435,0.0126980396770609
"12",0.860666666666667,0.34639968788117,0.0604930610139626,0.341076726460973,0.0122777752126489
"13",0.723333333333333,0.447568386190826,0.0988023520059354,0.436526695123626,0.0179520230691455
"14",0.858666666666667,0.348456915876586,0.0565685424949238,0.343834585552737,0.01195051525311
"15",0.850666666666667,0.356512459511373,0.0584144237150311,0.351694311709599,0.0122761621534763
"16",0.842,0.364903615391896,0.0770222455129353,0.356682242650545,0.0142640576587419
"17",0.815333333333333,0.388160380159572,0.0719693812446286,0.381430057663117,0.0141627832479102
"18",0.871333333333333,0.334915970779229,0.0534564904560904,0.330622308852732,0.0114028944356999
"19",0.867333333333333,0.339317709435431,0.0592814112035612,0.334099120355355,0.0120291532994026
"20",0.857333333333333,0.349885630811735,0.0731661669206431,0.342150064542836,0.0136055210882065
"21",0.807333333333333,0.394489250433371,0.0614599403110559,0.389672226934952,0.0132957179155697
"22",0.848666666666667,0.358490157108622,0.0646672978438935,0.352609321109544,0.0129044983280058
"23",0.867333333333333,0.339324392114537,0.061164066933946,0.333766385365573,0.0122101403900476
"24",0.866,0.340750139539769,0.0577310992325116,0.335824027993498,0.0119097767215455
"25",0.798666666666667,0.401096004137597,0.0631594462155781,0.396092020733679,0.0135784721348818
"26",0.85,0.357183489752079,0.0632634774075544,0.351536310752926,0.0127448239163634
"27",0.857333333333333,0.349806554899047,0.0508610663726426,0.346089262731131,0.0114712167315895
"28",0.852,0.355220221687465,0.0653474925653655,0.349157716671293,0.0129104597038868
"29",0.855333333333333,0.351882530388685,0.0644565630954451,0.345928701709856,0.0127620824436813
"30",0.873333333333333,0.332715072889539,0.0620876419543109,0.326870684590167,0.0121789628170285
"31",0.854666666666667,0.35255851382279,0.0655553633880115,0.346410161513775,0.0128821626048845
"32",0.826666666666667,0.378670547072194,0.0715871256112996,0.371842260463582,0.0139524947175599
"33",0.845333333333333,0.361724265766681,0.0705533682950558,0.354776925217335,0.0135449867724803
"34",0.865333333333333,0.341468085645993,0.0586932530976404,0.336386021641143,0.0120139500673471
"35",0.870666666666667,0.335689630975804,0.0637597531554897,0.329578855848221,0.0123984247896172
"36",0.844666666666667,0.362331828220344,0.0630336626762676,0.356806826043324,0.0128194745088004
"37",0.822666666666667,0.382062667747279,0.0654445811147028,0.376415845693149,0.0134208465904665
"38",0.826666666666667,0.37869090657301,0.0767834071266529,0.37082490627129,0.0144771511794835
"39",0.809333333333333,0.392981509896053,0.0779673750015085,0.385169515350781,0.0148486341121404
"40",0.853333333333333,0.353901481352369,0.0673435029701474,0.347435045887877,0.0130834636820637
"41",0.860666666666667,0.346403615530508,0.0616073441450588,0.340881210981186,0.0123845049848115
"42",0.819333333333333,0.384906856241688,0.0797075152156898,0.376563407675255,0.0148862047873365
"43",0.854666666666667,0.352567518179544,0.0679335409528648,0.345960819875443,0.0131183807049683
"44",0.850666666666667,0.356532812316767,0.0643262658695935,0.350681875462331,0.0128352076258897
"45",0.882,0.322685724967042,0.0500385339042167,0.318782405760139,0.0108547337900944
"46",0.814,0.389243116935461,0.0728711471134677,0.382361085886103,0.0142713260876248
"47",0.882666666666667,0.321924485166413,0.0588013296778405,0.316508732545846,0.0116592072038723
"48",0.853333333333333,0.353842528743214,0.0494871659305393,0.350364889159224,0.0114375097321826
"49",0.825333333333333,0.379807804361585,0.069190328712195,0.373452361977624,0.0137376784619458
"50",0.866666666666667,0.34008935733871,0.0725311724367991,0.332264954516723,0.0133721882839397
"51",0.854,0.353219080488104,0.0631343095557709,0.347530973839423,0.0126584888268781
"52",0.860666666666667,0.346419325682545,0.065876266892429,0.340098025084926,0.0128025295119661
"53",0.87,0.336472295207461,0.0753675799587829,0.327922755131957,0.0136122860337917
"54",0.802666666666667,0.398163584928119,0.0840688628217673,0.389187187182038,0.0155669281395104
"55",0.855333333333333,0.351913460811357,0.0724091423801357,0.344383507154451,0.0135620184585924
"56",0.838,0.368600958580776,0.0743863786814047,0.361017081774995,0.0140554457615387
"57",0.832,0.3739608428942,0.0594609191572875,0.36920334656001,0.0127116518287225
"58",0.87,0.336430509211553,0.0653787153225999,0.330016834587436,0.0125735808643393
"59",0.874666666666667,0.331194498623343,0.0569679863951931,0.326258248086457,0.0116563284288588
"60",0.848666666666667,0.358464854838232,0.0572261298007544,0.353867520722406,0.0122056577094779
"61",0.776,0.417075445738108,0.0799773210484458,0.409335504880233,0.0154800239452472
"62",0.865333333333333,0.34153315792055,0.0752802775061695,0.333133273297306,0.0136867669233206
"63",0.851333333333333,0.355866927152931,0.0617984435002017,0.350460015154685,0.0125802398173657
