"node","mean","sd_total","sd_between","sd_within","se"
"1",0.857333333333333,0.349863595058692,0.0676927834053976,0.343252417649493,0.0130458578350199
"2",0.825333333333333,0.379836460811033,0.0766533558394624,0.372021504754765,0.0144838325693061
"3",0.79,0.407424297045634,0.0687596622771127,0.401580211995893,0.0142150952948041
"4",0.814,0.389231465566246,0.0696899515167261,0.382941829060818,0.0139605426044633
"5",0.874666666666667,0.331194498623343,0.0569679863951931,0.326258248086457,0.0116563284288588
"6",0.843333333333333,0.363601286702357,0.0646813224152673,0.357801931551832,0.0130008314171019
"7",0.790666666666667,0.406937570078069,0.0653058390016525,0.401663208837122,0.0138871382116601
"8",0.858,0.349144727607802,0.0574633867460536,0.344383507154451,0.0120460567404108
"9",0.847333333333333,0.359803423276323,0.0703377017697439,0.352861319941859,0.013489079034997
"10",0.782,0.413011724781823,0.0716536137456569,0.406748625620843,0.0145938721233445
"11",0.845333333333333,0.361695428180175,0.0627271382860004,0.356214666863801,0.0127783594464866
"12",0.871333333333333,0.334921387195424,0.0551271463761158,0.330353346181529,0.0115557605075144
"13",0.726,0.446186156405374,0.08890617745704,0.437238810923479,0.0168978702697205
"14",0.852666666666667,0.354551871350946,0.0635638483085424,0.348807492274272,0.0127247148237962
"15",0.862666666666667,0.344322266386087,0.0651668015030705,0.338099262216159,0.0126941580173802
"16",0.843333333333333,0.363628725955659,0.0719819831325285,0.356432945228755,0.0137231342706442
"17",0.778666666666667,0.415279596003876,0.0749179445306558,0.40846596485441,0.0149493678088272
"18",0.892,0.310515627060098,0.0647899099112188,0.30368111930481,0.0120596902948442
"19",0.851333333333333,0.355889865508814,0.0680835820859909,0.349316793501575,0.0131930144827232
"20",0.856666666666667,0.350491718082531,0.052704627669473,0.346506373197762,0.0116447413024077
"21",0.821333333333333,0.383241929356945,0.0804635098490835,0.374699879903904,0.0149361149012945
"22",0.836666666666667,0.369780225223019,0.06397632782164,0.364203850123038,0.0130494842833144
"23",0.844666666666667,0.362333079873995,0.0633923820684188,0.356744539785358,0.0128536503192911
"24",0.876666666666667,0.328942509571467,0.0636209010280352,0.32273139846559,0.0122633363319049
"25",0.807333333333333,0.394540980170645,0.0762767368833327,0.387097461170239,0.0147057508508637
"26",0.846,0.361089306859598,0.0712346574164119,0.353993094722356,0.0136025096612872
"27",0.854666666666667,0.352590671183875,0.073697303322488,0.344802681092953,0.01370711893869
"28",0.842,0.364897401167348,0.0755358784567993,0.356993619613074,0.0141094415781692
"29",0.838666666666667,0.367953215994911,0.0650692984858618,0.362154049481095,0.01311934865555
"30",0.862666666666667,0.344305143362732,0.0604743156814764,0.338952635170298,0.0122366437283861
"31",0.834666666666667,0.371639744609269,0.076771593385968,0.363623737154524,0.0143535953394457
"32",0.810666666666667,0.391928773204145,0.0780836228295986,0.384071752555575,0.0148418928652865
"33",0.83,0.375768298368765,0.0713491622084367,0.368932393686311,0.0138764116290076
"34",0.859333333333333,0.347796432236796,0.0643438890215828,0.341792659696229,0.0126761272701846
"35",0.850666666666667,0.356568426930793,0.073537131780937,0.348903042883454,0.0137589879921051
"36",0.817333333333333,0.386516508493322,0.0690853755555129,0.380292285252044,0.0138517362495732
"37",0.810666666666667,0.391877855929949,0.0640436359179216,0.386609191130613,0.0134787310410213
"38",0.86,0.347100722506632,0.0628138378965377,0.341369789719789,0.0125140102890616
"39",0.812666666666667,0.390332145324299,0.0773395493631274,0.382593488938034,0.0147381580633069
"40",0.846,0.36107423499137,0.067306453852203,0.35474560525036,0.0132098247868574
"41",0.879333333333333,0.325815912856163,0.0498933102091665,0.321973083761153,0.0109040340784351
"42",0.780666666666667,0.413905682290301,0.0677095303400209,0.408329931958623,0.0142424424005463
"43",0.846,0.361083026990957,0.0696248450455658,0.354306835007925,0.0134402853333279
"44",0.841333333333333,0.365538152030084,0.0795565943255509,0.356775684273591,0.0145411242093885
"45",0.857333333333333,0.349853224812298,0.0649576872570664,0.3437699489161,0.0127740051613001
"46",0.819333333333333,0.38488329061196,0.0737987703380033,0.377741828354882,0.0142846454626621
"47",0.872,0.334178520325158,0.0544442130588817,0.32971368050342,0.0114785678891616
"48",0.87,0.336419724886216,0.0625425025550652,0.330555088701818,0.0122912870343773
"49",0.828,0.377558693309297,0.0820264876195599,0.36854066562894,0.0150038342290291
"50",0.865333333333333,0.341478710537812,0.0617066426778098,0.335857112474933,0.0123026092765453
"51",0.875333333333333,0.330448743199435,0.059784192391166,0.324995726467629,0.0119120866355183
"52",0.853333333333333,0.353943767392774,0.0776643163347623,0.34531788897253,0.0141467740821438
"53",0.854,0.353273002165403,0.0767509149642257,0.344834904136909,0.0140388081057827
"54",0.800666666666667,0.39963248422642,0.0729955113085854,0.392909376036991,0.0144736108812748
"55",0.850666666666667,0.35653535633575,0.0650274667242345,0.350555115336931,0.0129033853890115
"56",0.853333333333333,0.35391173297763,0.0699854212223765,0.346922982166872,0.0133490157206629
"57",0.831333333333333,0.374552189158771,0.0596322821154346,0.369774706183824,0.0127387494269042
"58",0.858666666666667,0.348507670463481,0.070489059314146,0.341304686297872,0.0133053902204754
"59",0.855333333333333,0.351861908596382,0.0585578768681947,0.34695500829038,0.0121996865008108
"60",0.842666666666667,0.364235601906438,0.0663393324467352,0.358143360495021,0.0131730502048949
"61",0.784666666666667,0.411177171869581,0.071336448530109,0.404941696763593,0.0145291533234492
"62",0.870666666666667,0.33572070240406,0.0714730020544523,0.328024389337134,0.0131871579116521
"63",0.853333333333333,0.353879695662619,0.0613528510796435,0.348520683269539,0.0125004489715288
"64",0.875333333333333,0.330436391181086,0.0562670986861578,0.325610537640019,0.0115758891396142
"65",0.857333333333333,0.349859706252316,0.0666802707208164,0.343446583263767,0.0129445821525866
"66",0.884,0.320307392042122,0.0513932859551697,0.316157485370117,0.0109298871843416
"67",0.774666666666667,0.417987837382317,0.0882071361410921,0.408574758561188,0.0163370397016458
"68",0.850666666666667,0.356509915329001,0.057632820077742,0.351820661385567,0.0122044810426657
"69",0.832,0.374005711331851,0.0722053006515233,0.366969571853944,0.0139301789874113
"70",0.862,0.345022264226226,0.0649472138707209,0.33885427874268,0.0126850683852919
"71",0.828,0.377504636483969,0.0684655266880436,0.371244154462023,0.0136246852578291
"72",0.856,0.351197497912047,0.0615152581407815,0.345768066130398,0.012465401854182
"73",0.822666666666667,0.382056732618044,0.0636885847516209,0.376710911855644,0.0132563993588265
"74",0.827333333333333,0.378103634307638,0.0739828992927089,0.370794941832934,0.0141819831834043
"75",0.826,0.379215086240847,0.063277813115286,0.373898381916798,0.0131636481513698
"76",0.858666666666667,0.348511574356315,0.0714476165086135,0.341109301479094,0.0134039400351392
"77",0.847333333333333,0.359789558043445,0.0666972718864685,0.353553390593274,0.013126456295409
"78",0.845333333333333,0.361729280764439,0.0718274576570088,0.354526288008222,0.013673926504921
"79",0.838,0.368596037076842,0.0731568686976262,0.361263215829001,0.0139300379095048
"80",0.868,0.338638061891234,0.0706176187120633,0.331193129289979,0.013147733164967
"81",0.841333333333333,0.365502170629251,0.070810020173109,0.358577436236272,0.0136381706125433
"82",0.884,0.320334292508492,0.0591857064315785,0.314819172083136,0.011667606052236
"83",0.854666666666667,0.35253664514175,0.0593845991166472,0.347499000797924,0.0122896019442699
"84",0.859333333333333,0.34778208831448,0.0603429353053847,0.342507096439053,0.0122895404402607
"85",0.820666666666667,0.383800070780433,0.0805001373218924,0.3752628708282,0.014949479043042
"86",0.836666666666667,0.36979862142545,0.0690886577549853,0.363287458877647,0.0135443729198843
"87",0.872666666666667,0.333472079967595,0.0648353924790606,0.327108544675922,0.0124661901032998
"88",0.856666666666667,0.350500775535224,0.0556348640264187,0.346057156486549,0.0119055364827377
"89",0.776,0.417098279853429,0.0857248670717378,0.40819385372911,0.0160641382641841
"90",0.798,0.401593199028157,0.0636779026307142,0.396512575112344,0.0136349668310469
"91",0.854666666666667,0.352559800173549,0.0659003576838331,0.346346005542948,0.0129161725455923
"92",0.851333333333333,0.355847810726851,0.0560247758603645,0.351409858838492,0.0120458057484756
"93",0.733333333333333,0.442344813737386,0.0752923252421043,0.435889894354067,0.0154933970282157
"94",0.844,0.362954617578794,0.0600226714536714,0.357957166897568,0.0125489698378365
