"node","group","degree","betweenness","closeness","eigenvector"
5,"most_changed",64,0.0379260217392206,0.449392712550607,0.706640342841622
7,"most_changed",78,0.0534477617860226,0.452445652173913,0.740778345287271
210,"most_changed",10,0.00103085707998825,0.347116052814454,0.107999387155268
368,"most_changed",10,0.000867925669678415,0.323615160349854,0.0519516743101597
390,"most_changed",9,0.000779446151183101,0.346514047866805,0.100390314852006
628,"least_changed",7,0.000309299677503737,0.314943253467844,0.0431663546592489
684,"least_changed",6,0.000341020056432711,0.334113712374582,0.0718784949389396
718,"least_changed",8,0.000476005437026727,0.309287925696594,0.0372649012618482
820,"least_changed",5,0.000164495119081453,0.304017041996348,0.0302953282209805
327,"least_changed",11,0.00197351801796835,0.32970297029703,0.0475540448264872
