"metric","mean","sd_total","sd_between","sd_within","se"
"NMI",0.292233866134647,0.135949519168295,0.135946363346889,0.000926312499174853,0.0192257339568988
"ARI",0.339725385791212,0.174130573791234,0.174130323078235,0.000295488635962575,0.0246257476336381
"AMI",0.29171760214091,0.136050678029078,0.136047511957333,0.000928160757258761,0.0192400385788908
"NID",0.707766133865353,0.135949519168295,0.135946363346889,0.000926312499270013,0.0192257339568988
"Jaccard",0.646564764307681,0.10762212626241,0.107621424201358,0.000388733988099964,0.0152199710803049
"proportion.moved",0.224884,0.100896875823885,0.100891279856192,0.00106263822630644,0.0142682080101325
