"node","group","degree","betweenness","closeness","eigenvector"
222,"most_changed",6,0.000770979673740013,0.291678832116788,0.245890839130886
844,"most_changed",4,0.000293437503294461,0.279128248113998,0.184979510822815
371,"most_changed",12,0.00348988842656129,0.320603337612324,0.527076595590154
990,"most_changed",6,0.000783648082297671,0.295038393384525,0.256127075732961
578,"most_changed",7,0.00132498115505016,0.293219841502788,0.236714640588373
889,"least_changed",10,0.00198808423651519,0.306347746090156,0.417104640484953
496,"least_changed",11,0.00271893037757632,0.309383710126974,0.438646137335157
891,"least_changed",6,0.000520697954602524,0.279050279329609,0.194203463376644
845,"least_changed",7,0.000887415276250755,0.289481309765285,0.258125769228301
482,"least_changed",16,0.00501888120092977,0.323091849935317,0.616355965591261
