"metric","mean","sd_total","sd_between","sd_within","se"
"NMI",0.541805093363949,0.0147260595461505,0.00301440919542011,0.014414234872491,0.000565903437512288
"ARI",0.126326688499014,0.0138773203893235,0.00265496697242257,0.0136209827678945,0.000514455479319586
"AMI",0.28573302394783,0.0172729815637797,0.00326652838709074,0.0169612996081964,0.000636548985027386
"NID",0.458194906636051,0.0147260595461511,0.00301440919542009,0.0144142348724917,0.000565903437512297
"Jaccard",0.199281661641543,0.0139844912028502,0.00272344450280472,0.0137167359179485,0.000523235665857782
"proportion.moved",0.731234,0.0196136572113984,0.00414108604725784,0.0191715141696071,0.000766813651886495
