"node","group","degree","betweenness","closeness","eigenvector"
771,"most_changed",9,0.00182909913552965,0.305131337813073,0.374452048291973
246,"most_changed",11,0.00257787719201866,0.318051575931232,0.483028106026463
304,"most_changed",9,0.00169068744081813,0.308714462299135,0.434982231358271
459,"most_changed",11,0.0027838981093282,0.324455992205261,0.57714686626745
703,"most_changed",12,0.00304883125891859,0.322362052274927,0.575010832190904
881,"least_changed",9,0.00168459222777465,0.299370692238538,0.318326619100395
918,"least_changed",9,0.00170264289731753,0.295300029559563,0.287534695603375
941,"least_changed",11,0.00275219404961411,0.310344827586207,0.416028916965273
159,"least_changed",7,0.0010501252451054,0.285755148741419,0.215766847077521
456,"least_changed",15,0.00427908777676342,0.325938009787928,0.647748849884024
