"node","group","degree","betweenness","closeness","eigenvector"
117,"most_changed",7,0.00108811331788099,0.29066045970323,0.248087849398268
427,"most_changed",12,0.00319850729535989,0.318051575931232,0.529631384679759
308,"most_changed",9,0.00170130743576373,0.301812688821752,0.339987867932528
933,"most_changed",6,0.000855642524117636,0.292105263157895,0.247024085408196
900,"most_changed",12,0.00268699703216893,0.315540113708149,0.559406337593095
986,"least_changed",12,0.00269088449579816,0.3133626097867,0.462112522404563
987,"least_changed",7,0.00106283459953903,0.291849255039439,0.259145095875308
992,"least_changed",8,0.00141266096457589,0.295649600473513,0.286426553067801
993,"least_changed",8,0.00122771560107657,0.301175761230027,0.364041306719743
998,"least_changed",12,0.00284059553527719,0.317647058823529,0.522717599624863
