"node","mean","sd_total","sd_between","sd_within","se"
"1",0,0,0,0,0
"2",0.14,0.350509832753866,0.350509832753866,0,0.0495695759225642
"3",0.28,0.453557367611073,0.453557367611073,0,0.0641426980589819
"4",0.04,0.197948663722157,0.197948663722157,0,0.0279941684889506
"5",0.12,0.328260722659316,0.328260722659316,0,0.0464230765979198
"6",0.32,0.471212071499161,0.471212071499161,0,0.0666394502268034
"7",0.66,0.478518120698406,0.478518120698406,0,0.0676726816132972
"8",0.32,0.471212071499161,0.471212071499161,0,0.0666394502268034
"9",0.06,0.239897937482095,0.239897937482095,0,0.0339266916772512
"10",0.2,0.404061017820884,0.404061017820884,0,0.0571428571428571
"11",0.04,0.197948663722157,0.197948663722157,0,0.0279941684889506
"12",0,0,0,0,0
"13",0.22,0.41845195759648,0.41845195759648,0,0.0591780433634514
"14",0.34,0.478518120698406,0.478518120698406,0,0.0676726816132972
"15",0.38,0.490314351478015,0.490314351478015,0,0.0693409205686377
"16",0.22,0.41845195759648,0.41845195759648,0,0.0591780433634514
"17",0.3,0.462910049886276,0.462910049886276,0,0.0654653670707977
"18",0.08,0.27404751561787,0.27404751561787,0,0.0387561713321444
"19",0.5,0.505076272276105,0.505076272276105,0,0.0714285714285714
"20",0,0,0,0,0
"21",0.06,0.239897937482095,0.239897937482095,0,0.0339266916772512
"22",0,0,0,0,0
"23",0.1,0.303045763365663,0.303045763365663,0,0.0428571428571429
"24",0.08,0.27404751561787,0.27404751561787,0,0.0387561713321444
"25",0.06,0.239897937482095,0.239897937482095,0,0.0339266916772512
"26",0.3,0.462910049886276,0.462910049886276,0,0.0654653670707977
"27",0.02,0.14142135623731,0.14142135623731,0,0.02
"28",0.02,0.14142135623731,0.14142135623731,0,0.02
"29",0.42,0.49856938190329,0.49856938190329,0,0.0705083581671604
"30",0.38,0.490314351478015,0.490314351478015,0,0.0693409205686377
"31",0.04,0.197948663722157,0.197948663722157,0,0.0279941684889506
"32",0,0,0,0,0
"33",0.02,0.14142135623731,0.14142135623731,0,0.02
"34",0.38,0.490314351478015,0.490314351478015,0,0.0693409205686377
"35",0.24,0.4314191105869,0.4314191105869,0,0.0610118757258932
"36",0.22,0.41845195759648,0.41845195759648,0,0.0591780433634514
"37",0.3,0.462910049886276,0.462910049886276,0,0.0654653670707977
